Date,RSI,Numerical_Signal
2015-01-22,30.742414521263015,-1.0
2015-01-23,30.504983367484996,0.0
2015-01-26,38.68266126946136,0.0
2015-01-27,38.15556941758471,0.0
2015-01-28,32.5786868337849,0.0
2015-01-29,40.840698665132464,0.0
2015-01-30,39.405021842164444,0.0
2015-02-02,48.41674198220797,0.0
2015-02-03,55.64140525064727,0.0
2015-02-04,55.81308380789264,0.0
2015-02-05,58.070722245770575,0.0
2015-02-06,53.65269067065875,0.0
2015-02-09,53.778618127563995,0.0
2015-02-10,52.25327152264029,0.0
2015-02-11,47.93371190686687,0.0
2015-02-12,38.207840782444805,0.0
2015-02-13,39.40288183118118,0.0
2015-02-17,40.21908564350932,0.0
2015-02-18,40.384080629549096,0.0
2015-02-19,50.19790840026788,0.0
2015-02-20,56.03742058321295,0.0
2015-02-23,45.565464866685964,0.0
2015-02-24,42.70707728778158,0.0
2015-02-25,42.39487998139951,0.0
2015-02-26,46.54360146939116,0.0
2015-02-27,42.795751173593715,0.0
2015-03-02,37.66650861772894,0.0
2015-03-03,40.53156375980247,0.0
2015-03-04,44.12474953832113,0.0
2015-03-05,42.38126836045487,0.0
2015-03-06,36.547178224758376,0.0
2015-03-09,34.275423831729256,0.0
2015-03-10,33.84992697235782,0.0
2015-03-11,38.87061411091016,0.0
2015-03-12,36.525945662819396,0.0
2015-03-13,34.50748316265832,0.0
2015-03-16,44.30157391160865,0.0
2015-03-17,43.33156939895525,0.0
2015-03-18,50.56115804843198,0.0
2015-03-19,45.267333869157554,0.0
2015-03-20,48.0946924376109,0.0
2015-03-23,49.883676271514176,0.0
2015-03-24,52.285890929725426,0.0
2015-03-25,44.14715203809765,0.0
2015-03-26,40.56131188426538,0.0
2015-03-27,36.13875887669674,0.0
2015-03-30,43.063052304895024,0.0
2015-03-31,41.48819648894078,0.0
2015-04-01,40.43792340779278,0.0
2015-04-02,44.81166915173774,0.0
2015-04-06,56.9607267343766,0.0
2015-04-07,57.087595804648366,0.0
2015-04-08,60.778238095843406,0.0
2015-04-09,62.68189969266514,0.0
2015-04-10,63.32732663390476,0.0
2015-04-13,61.72813409883722,0.0
2015-04-14,58.41769980257342,0.0
2015-04-15,58.79945249041109,0.0
2015-04-16,57.066087876872736,0.0
2015-04-17,57.17502501816337,0.0
2015-04-20,54.63871217352989,0.0
2015-04-21,59.88894130579877,0.0
2015-04-22,69.23472686370445,0.0
2015-04-23,67.80145112734401,0.0
2015-04-24,67.49512760666306,0.0
2015-04-27,76.40751105243885,0.0
2015-04-28,74.60030786579544,0.0
2015-04-29,75.7445523466217,0.0
2015-04-30,65.37880642391482,0.0
2015-05-01,65.34855439765306,0.0
2015-05-04,68.84912709668248,0.0
2015-05-05,70.60146325663631,0.0
2015-05-06,66.42099953015695,0.0
2015-05-07,71.10610591699923,0.0
2015-05-08,70.78696481001415,0.0
2015-05-11,72.79221056171662,0.0
2015-05-12,76.04013529696368,0.0
2015-05-13,73.22624742478627,0.0
2015-05-14,73.8446133337367,0.0
2015-05-15,76.83133266128601,0.0
2015-05-18,76.65127297688238,0.0
2015-05-19,73.32151252847305,0.0
2015-05-20,67.79285236419736,0.0
2015-05-21,68.9474813269612,0.0
2015-05-22,70.8297397794783,0.0
2015-05-26,70.23954124398884,0.0
2015-05-27,70.16913158800307,0.0
2015-05-28,73.95728512616068,0.0
2015-05-29,72.34799135744241,0.0
2015-06-01,68.97117048435635,0.0
2015-06-02,66.24202585146382,0.0
2015-06-03,67.0634791828802,0.0
2015-06-04,59.53495273431167,0.0
2015-06-05,64.11263448031211,0.0
2015-06-08,71.78958267899749,0.0
2015-06-09,71.1211020217375,0.0
2015-06-10,60.04997950715113,0.0
2015-06-11,60.9325785291751,0.0
2015-06-12,59.48877376595786,0.0
2015-06-15,58.83843900800133,0.0
2015-06-16,62.73860959621712,0.0
2015-06-17,70.73189371700701,0.0
2015-06-18,72.05056796164595,0.0
2015-06-19,72.61061406017235,0.0
2015-06-22,66.29696788741668,0.0
2015-06-23,73.52254259892365,0.0
2015-06-24,68.47680690241354,0.0
2015-06-25,71.54058124578117,0.0
2015-06-26,68.16988264678471,0.0
2015-06-29,59.16361766463134,0.0
2015-06-30,65.27972732339498,0.0
2015-07-01,66.06502116163189,0.0
2015-07-02,73.88147609981824,0.0
2015-07-06,73.37618718823366,0.0
2015-07-07,56.7736323556434,0.0
2015-07-08,44.792491517037426,0.0
2015-07-09,47.54020371131548,0.0
2015-07-10,48.6897964454967,0.0
2015-07-13,51.507045557350416,0.0
2015-07-14,54.63568967795408,0.0
2015-07-15,52.02075102741,0.0
2015-07-16,55.29026487722982,0.0
2015-07-17,61.669083156471125,0.0
2015-07-20,66.58744571593166,0.0
2015-07-21,51.887001462151815,0.0
2015-07-22,52.69051263830727,0.0
2015-07-23,52.116210436799555,0.0
2015-07-24,50.522403140695594,0.0
2015-07-27,41.091618669263845,0.0
2015-07-28,50.6050412689234,0.0
2015-07-29,49.86631361127727,0.0
2015-07-30,52.115365173630146,0.0
2015-07-31,51.57525196405481,0.0
2015-08-03,46.54522982725342,0.0
2015-08-04,51.75061294060041,0.0
2015-08-05,54.677147921036315,0.0
2015-08-06,38.788720549020994,0.0
2015-08-07,37.03042258092851,0.0
2015-08-10,36.35477009820068,0.0
2015-08-11,34.47931859019694,0.0
2015-08-12,35.24723378094065,0.0
2015-08-13,39.420021094963666,0.0
2015-08-14,40.03731117077353,0.0
2015-08-17,50.206352665063825,0.0
2015-08-18,54.272141071891625,0.0
2015-08-19,50.046087495412856,0.0
