Date,ROC,Numerical_Signal
2015-08-24,-13.493532986405587,0.0
2015-08-25,-16.91337524429757,0.0
2015-08-26,-14.775223379835356,0.0
2015-08-27,-8.92087130211241,0.0
2015-08-28,-6.639121012936466,0.0
2015-08-31,-4.204005828348089,0.0
2015-09-01,-10.38381091720666,0.0
2015-09-02,-8.307112850529052,0.0
2015-09-03,-0.22752879941070336,0.0
2015-09-04,-0.23915985427198638,0.0
2015-09-08,2.915315193035406,1.0
2015-09-09,4.861605535609836,0.0
2015-09-10,4.328833241537633,0.0
2015-09-11,3.187496394374967,0.0
2015-09-14,4.129145277140944,0.0
2015-09-15,-0.5568779112051669,-1.0
2015-09-16,0.5868433319901722,1.0
2015-09-17,2.6718872350065093,0.0
2015-09-18,7.6141751185260675,0.0
2015-09-21,14.486275812294247,0.0
2015-09-22,19.221454574022356,0.0
2015-09-23,18.647451189152054,0.0
2015-09-24,17.025434461240696,0.0
2015-09-25,5.728627749815263,0.0
2015-09-28,-0.020115129467401793,-1.0
2015-09-29,-0.9676428483961108,0.0
2015-09-30,4.094201425943522,1.0
2015-10-01,-3.1531374398736434,-1.0
2015-10-02,0.8144426620412482,1.0
2015-10-05,1.7442979106007561,0.0
2015-10-06,-2.703786068292413,-1.0
2015-10-07,-6.809690995495998,0.0
2015-10-08,-8.75723733031818,0.0
2015-10-09,-11.80865948773695,0.0
2015-10-12,-14.854459484868975,0.0
2015-10-13,-13.534724583810698,0.0
2015-10-14,-17.30028641866699,0.0
2015-10-15,-15.553094374351117,0.0
2015-10-16,-12.896169410502134,0.0
2015-10-19,-13.663886536287617,0.0
2015-10-20,-18.360544153542225,0.0
2015-10-21,-19.52424669370242,0.0
2015-10-22,-19.534806468835054,0.0
2015-10-23,-18.613521343526006,0.0
2015-10-26,-13.351849040993603,0.0
2015-10-27,-14.717211678124286,0.0
2015-10-28,-14.267308008825863,0.0
2015-10-29,-11.776715210908906,0.0
2015-10-30,-16.41556492575752,0.0
2015-11-02,-13.146449972023234,0.0
2015-11-03,-13.712417083242546,0.0
2015-11-04,-0.14226176596632278,0.0
2015-11-05,2.2274133366042337,1.0
2015-11-06,5.287959370857598,0.0
2015-11-09,4.522687057726227,0.0
2015-11-10,-1.25427636476666,-1.0
2015-11-11,1.0143848586350979,1.0
2015-11-12,-3.7820226505734356,-1.0
2015-11-13,-8.730890358392884,0.0
2015-11-16,-6.045601017375224,0.0
2015-11-17,0.45534222820549086,1.0
2015-11-18,5.226334240184172,0.0
2015-11-19,4.761004522813428,0.0
2015-11-20,5.222629297811721,0.0
2015-11-23,1.1567432107027154,0.0
2015-11-24,3.755652169773538,0.0
2015-11-25,7.832453358749714,0.0
2015-11-27,9.441003487222188,0.0
2015-11-30,11.274349821695907,0.0
2015-12-01,10.945315842985659,0.0
2015-12-02,11.34628668822424,0.0
2015-12-03,0.46625792029217905,0.0
2015-12-04,-0.5997260691140038,-1.0
2015-12-07,-0.5293557120906733,0.0
2015-12-08,0.616872746950814,1.0
2015-12-09,3.704390388363721,0.0
2015-12-10,3.6470664132647546,0.0
2015-12-11,1.9160348753508805,0.0
2015-12-14,5.497364576603747,0.0
2015-12-15,3.163645956166583,0.0
2015-12-16,9.58410554767697,0.0
2015-12-17,5.5728927683234675,0.0
2015-12-18,3.9044191323748034,0.0
2015-12-21,5.704289122370998,0.0
2015-12-22,5.602749840377252,0.0
2015-12-23,5.246270494411642,0.0
2015-12-24,0.40498351741005134,0.0
2015-12-28,-1.148485554650991,-1.0
2015-12-29,3.009640513952827,1.0
2015-12-30,0.3794452891639599,0.0
2015-12-31,3.4570540699930152,0.0
2016-01-04,-3.9963896351571826,-1.0
2016-01-05,-3.016759672468894,0.0
2016-01-06,-5.230820915410995,0.0
2016-01-07,-4.882674021635724,0.0
2016-01-08,-6.021738268907861,0.0
2016-01-11,-8.46434805825087,0.0
2016-01-12,-3.248550274019868,0.0
2016-01-13,-8.35849228614759,0.0
2016-01-14,-6.743862999586359,0.0
2016-01-15,-12.587946017665486,0.0
2016-01-19,-12.284158342957829,0.0
2016-01-20,-13.781133611109697,0.0
2016-01-21,-14.013587398802818,0.0
2016-01-22,-11.915634971044508,0.0
2016-01-25,-14.505872850877488,0.0
2016-01-26,-16.051521493563936,0.0
2016-01-27,-17.8554261808905,0.0
2016-01-28,-20.021925381931606,0.0
2016-01-29,-19.69423501916461,0.0
2016-02-01,-17.945095207295115,0.0
2016-02-02,-18.18629509695251,0.0
2016-02-03,-22.35599471895856,0.0
2016-02-04,-19.955256025892364,0.0
2016-02-05,-24.600047177358476,0.0
2016-02-08,-29.862557677239863,0.0
2016-02-09,-28.674525291800947,0.0
2016-02-10,-31.575939637962126,0.0
2016-02-11,-24.881437015932086,0.0
2016-02-12,-26.743620666472122,0.0
2016-02-16,-24.303620975530784,0.0
2016-02-17,-17.60453610221253,0.0
2016-02-18,-16.069452734699453,0.0
2016-02-19,-16.697503583253525,0.0
2016-02-22,-12.248829759667712,0.0
2016-02-23,-9.761685588030321,0.0
2016-02-24,-7.522216864086262,0.0
2016-02-25,-0.34030458248948126,0.0
2016-02-26,0.33737297612221884,1.0
2016-02-29,0.3817939286909544,0.0
2016-03-01,-5.377267824610598,-1.0
2016-03-02,3.041906989674148,1.0
2016-03-03,12.831443809751875,0.0
2016-03-04,14.663773932693115,0.0
2016-03-07,26.254609572426645,0.0
2016-03-08,36.90114430283036,0.0
2016-03-09,40.789213914394715,0.0
2016-03-10,42.81339497201158,0.0
2016-03-11,37.901244603020444,0.0
2016-03-14,42.44571249541007,0.0
2016-03-15,40.71017601826099,0.0
2016-03-16,31.568654123372376,0.0
2016-03-17,35.743838515953065,0.0
2016-03-18,39.71665086846594,0.0
2016-03-21,34.083494742745344,0.0
2016-03-22,32.18215679732695,0.0
2016-03-23,24.346370141085984,0.0
2016-03-24,21.51203765199805,0.0
2016-03-28,20.97300185709465,0.0
2016-03-29,19.903093707560448,0.0
2016-03-30,21.754767418482924,0.0
2016-03-31,21.997452513762816,0.0
2016-04-01,21.38040345336918,0.0
2016-04-04,22.85614159672371,0.0
2016-04-05,24.443475703219832,0.0
2016-04-06,31.006914115017214,0.0
2016-04-07,23.22729189903683,0.0
2016-04-08,21.878346987496865,0.0
2016-04-11,20.443374460137022,0.0
2016-04-12,15.184758054730452,0.0
2016-04-13,16.575064312086063,0.0
2016-04-14,13.486237071461304,0.0
2016-04-15,12.426006038884152,0.0
2016-04-18,9.08309646671528,0.0
2016-04-19,3.797416231611761,0.0
2016-04-20,6.715336464246402,0.0
2016-04-21,11.550907582327685,0.0
2016-04-22,11.416034252882646,0.0
2016-04-25,9.363326733696798,0.0
2016-04-26,10.259420921645223,0.0
2016-04-27,10.833446137924918,0.0
2016-04-28,7.807808536960348,0.0
2016-04-29,1.3342369537395538,0.0
2016-05-02,-2.101292192241655,-1.0
2016-05-03,-9.06173300464851,0.0
2016-05-04,-16.148000744197923,0.0
2016-05-05,-17.756612166332665,0.0
2016-05-06,-14.052065194758246,0.0
2016-05-09,-16.4052457277836,0.0
2016-05-10,-15.7896842242099,0.0
2016-05-11,-17.903582635266034,0.0
2016-05-12,-17.700304834238224,0.0
2016-05-13,-18.42756371034365,0.0
2016-05-16,-17.957303051956952,0.0
2016-05-17,-17.26563251774651,0.0
2016-05-18,-15.521864557801601,0.0
2016-05-19,-13.323137480389446,0.0
2016-05-20,-13.190154789504271,0.0
2016-05-23,-14.13707983199245,0.0
2016-05-24,-14.120755822396935,0.0
2016-05-25,-12.681434946232518,0.0
2016-05-26,-9.119532340381687,0.0
2016-05-27,-7.360027816424908,0.0
2016-05-31,-7.679905740066017,0.0
2016-06-01,-5.492426423207142,0.0
2016-06-02,-1.6175398608220815,0.0
2016-06-03,3.526681070741855,1.0
2016-06-06,2.6752887379551726,0.0
2016-06-07,11.210027657786782,0.0
2016-06-08,12.856382864599624,0.0
2016-06-09,9.76263135242137,0.0
2016-06-10,5.552872848254609,0.0
2016-06-13,4.941958552857928,0.0
2016-06-14,3.2022675554440827,0.0
2016-06-15,6.371542537446073,0.0
2016-06-16,3.2012173539460065,0.0
2016-06-17,0.12081677082482756,0.0
2016-06-20,-0.2633016527122334,-1.0
2016-06-21,1.5678463479086968,1.0
2016-06-22,-9.751728039620266,-1.0
2016-06-23,-10.55652028322276,0.0
2016-06-24,-14.201314619169858,0.0
2016-06-27,-10.980092775442408,0.0
2016-06-28,-9.604439833929169,0.0
2016-06-29,-4.267623190392511,0.0
2016-06-30,-3.0507800880585134,0.0
2016-07-01,-1.1370342378193565,0.0
2016-07-05,-3.0360706958412864,0.0
2016-07-06,-7.704228542466163,0.0
2016-07-07,-8.313517926734992,0.0
2016-07-08,-5.484829006601588,0.0
2016-07-11,2.7377827236273466,1.0
2016-07-12,3.1119517207141456,0.0
2016-07-13,3.5215830816329285,0.0
2016-07-14,1.759305700565239,0.0
2016-07-15,1.1333814524643326,0.0
2016-07-18,5.003012459132639,0.0
2016-07-19,2.5307226270780303,0.0
2016-07-20,3.9843336165565013,0.0
2016-07-21,12.122438567332573,0.0
2016-07-22,13.172097305372322,0.0
2016-07-25,19.0836076350428,0.0
2016-07-26,15.593050574542545,0.0
2016-07-27,13.231574837177341,0.0
2016-07-28,9.715016579613668,0.0
2016-07-29,10.603918690237002,0.0
2016-08-01,6.240181752263552,0.0
2016-08-02,6.178147683497959,0.0
2016-08-03,5.292859276597706,0.0
2016-08-04,6.793551635277195,0.0
2016-08-05,6.11218673328926,0.0
2016-08-08,0.6139336704201526,0.0
2016-08-09,1.9719534437150354,0.0
2016-08-10,1.4020594274585463,0.0
2016-08-11,1.52575185311703,0.0
2016-08-12,2.3638878655495743,0.0
2016-08-15,-0.2917105383206109,-1.0
2016-08-16,-0.7324846326066559,0.0
2016-08-17,-2.2420742892498513,0.0
2016-08-18,1.3650842441517819,1.0
2016-08-19,1.2282370237895357,0.0
2016-08-22,-3.078121688198865,-1.0
2016-08-23,-2.034771818743464,0.0
2016-08-24,-2.569041788977622,0.0
2016-08-25,-4.18454857749987,0.0
2016-08-26,-6.3035051886579545,0.0
2016-08-29,-6.438844187002268,0.0
2016-08-30,-6.980637913679589,0.0
2016-08-31,-6.103017226769236,0.0
2016-09-01,-12.93958794990846,0.0
2016-09-02,-14.019908382089795,0.0
2016-09-06,-10.315704316265995,0.0
2016-09-07,-11.947792951515169,0.0
2016-09-08,-12.537113104170016,0.0
2016-09-09,-13.534300758747941,0.0
2016-09-12,-12.104957605856015,0.0
2016-09-13,-13.094554151444616,0.0
2016-09-14,-12.164036758662267,0.0
2016-09-15,-10.222184885214658,0.0
2016-09-16,-8.102553415850844,0.0
2016-09-19,-8.293336232503258,0.0
2016-09-20,-8.204370949394878,0.0
2016-09-21,-8.726209173177214,0.0
2016-09-22,-7.272482040854467,0.0
2016-09-23,-6.114232190339852,0.0
2016-09-26,-5.000228892234415,0.0
2016-09-27,-4.363385528608865,0.0
2016-09-28,-2.398973421482553,0.0
2016-09-29,-5.3346520407814175,0.0
2016-09-30,1.6237447934037919,1.0
2016-10-03,8.04935025934077,0.0
2016-10-04,4.230140043141728,0.0
2016-10-05,3.3463869603393537,0.0
2016-10-06,1.8443421444799268,0.0
2016-10-07,1.1004205469604234,0.0
2016-10-10,1.3363559470285225,0.0
2016-10-11,2.0658030915684966,0.0
2016-10-12,2.5966103265143703,0.0
2016-10-13,-0.0898120271316083,-1.0
2016-10-14,-4.328133161541947,0.0
2016-10-17,-5.99980130628982,0.0
2016-10-18,-2.7071995955645467,0.0
2016-10-19,-0.8088782334374267,0.0
2016-10-20,-3.5508464257968053,0.0
2016-10-21,-3.547847764616352,0.0
2016-10-24,-2.981006827083277,0.0
2016-10-25,-1.686023970537065,0.0
2016-10-26,-1.9537470496177378,0.0
2016-10-27,1.64922932353202,1.0
2016-10-28,-1.989906421147536,-1.0
2016-10-31,-7.473093565690703,0.0
2016-11-01,-9.753563083993576,0.0
2016-11-02,-9.805234686644148,0.0
2016-11-03,-6.756213366272579,0.0
2016-11-04,-3.0771531067841473,0.0
2016-11-07,-3.851702906647003,0.0
2016-11-08,-2.5787095857278897,0.0
2016-11-09,-5.682100042806725,0.0
2016-11-10,-7.436073837370039,0.0
2016-11-11,-4.04559350282393,0.0
2016-11-14,-6.449780500276314,0.0
2016-11-15,-7.699644017451234,0.0
2016-11-16,-9.643351776220676,0.0
2016-11-17,-5.243590036512169,0.0
2016-11-18,-7.531601515202646,0.0
2016-11-21,-8.995854437481832,0.0
2016-11-22,-5.520407058783105,0.0
2016-11-23,-4.49960357489223,0.0
2016-11-25,-3.6076711763199154,0.0
2016-11-28,-1.9252851937875626,0.0
2016-11-29,-4.1268443255836225,0.0
2016-11-30,-0.72854193316777,0.0
2016-12-01,-3.265616727169085,0.0
2016-12-02,-3.174694281801138,0.0
2016-12-05,-1.973138875063718,0.0
2016-12-06,-3.809324467780284,0.0
2016-12-07,-0.9182307213743246,0.0
2016-12-08,1.17331143986934,1.0
2016-12-09,3.6849234971564115,0.0
2016-12-12,2.052392404391079,0.0
2016-12-13,9.203632056227097,0.0
2016-12-14,8.118847426690667,0.0
2016-12-15,7.421300286934485,0.0
2016-12-16,7.330647111945532,0.0
2016-12-19,9.571932101195646,0.0
2016-12-20,13.153045887771842,0.0
2016-12-21,8.646755791337647,0.0
2016-12-22,7.926887934013083,0.0
2016-12-23,8.48716333240731,0.0
2016-12-27,11.936564709781683,0.0
2016-12-28,15.914967080577025,0.0
2016-12-29,13.347411861915614,0.0
2016-12-30,17.489560797251414,0.0
2017-01-03,19.573484163866127,0.0
2017-01-04,21.51499287884011,0.0
2017-01-05,22.00699253386178,0.0
2017-01-06,18.565875810721888,0.0
2017-01-09,20.27666921216229,0.0
2017-01-10,19.61182210743857,0.0
2017-01-11,19.383672052996204,0.0
2017-01-12,15.86676541756027,0.0
2017-01-13,19.6587651710602,0.0
2017-01-17,19.232712100767447,0.0
2017-01-18,17.71445679878676,0.0
2017-01-19,20.23874928432088,0.0
2017-01-20,17.21346041469416,0.0
2017-01-23,19.845931786025517,0.0
2017-01-24,22.14440706379641,0.0
2017-01-25,19.279082300139592,0.0
2017-01-26,15.02300332608748,0.0
2017-01-27,15.11331436183687,0.0
2017-01-30,16.745859659550533,0.0
2017-01-31,17.89508297421598,0.0
2017-02-01,14.86243382755279,0.0
2017-02-02,10.819863508067407,0.0
2017-02-03,10.840128814797122,0.0
2017-02-06,12.558411824279148,0.0
2017-02-07,11.328255372273155,0.0
2017-02-08,14.012266291818353,0.0
2017-02-09,17.18103868969059,0.0
2017-02-10,17.26556783312432,0.0
2017-02-13,18.023132468066947,0.0
2017-02-14,19.2715916429417,0.0
2017-02-15,17.368687139056327,0.0
2017-02-16,10.333930749070142,0.0
2017-02-17,11.236877819828607,0.0
2017-02-21,11.437401908076472,0.0
2017-02-22,7.423107413926888,0.0
2017-02-23,0.5973216093639433,0.0
2017-02-24,1.778148858853923,0.0
2017-02-27,-2.656651332849913,-1.0
2017-02-28,-0.25536080758397084,0.0
2017-03-01,-0.7581545908554421,0.0
2017-03-02,0.49752231773634303,1.0
2017-03-03,0.0079501291469386,0.0
2017-03-06,-0.04774253183404964,-1.0
2017-03-07,-3.561322416968793,0.0
2017-03-08,-4.120704326358416,0.0
2017-03-09,-6.555244553707496,0.0
2017-03-10,-9.476224495500263,0.0
2017-03-13,-8.565173096502743,0.0
2017-03-14,-8.05416693303952,0.0
2017-03-15,-8.986399806210454,0.0
2017-03-16,-6.330432392227658,0.0
2017-03-17,-2.770038223563809,0.0
2017-03-20,-3.787242799045898,0.0
2017-03-21,-9.629040657386534,0.0
2017-03-22,-6.7639120920824585,0.0
2017-03-23,-0.4726795722469479,0.0
2017-03-24,2.3968915709031036,1.0
2017-03-27,9.742932030978935,0.0
2017-03-28,10.984444110772241,0.0
2017-03-29,10.943132903802244,0.0
2017-03-30,10.954960021866578,0.0
2017-03-31,10.625270598494785,0.0
2017-04-03,18.832844784524116,0.0
2017-04-04,22.16904423485271,0.0
2017-04-05,19.496097456729444,0.0
2017-04-06,21.96814533294642,0.0
2017-04-07,24.14952692565484,0.0
2017-04-10,26.900112909121244,0.0
2017-04-11,19.655038272279324,0.0
2017-04-12,16.07554003999816,0.0
2017-04-13,16.008398448311233,0.0
2017-04-17,15.273432298839174,0.0
2017-04-18,14.63424465090155,0.0
2017-04-19,21.876496892626385,0.0
2017-04-20,18.626715789062697,0.0
2017-04-21,19.946624480107488,0.0
2017-04-24,17.050461132826335,0.0
2017-04-25,16.123889000530877,0.0
2017-04-26,11.793105930231462,0.0
2017-04-27,11.266125873041055,0.0
2017-04-28,13.007339503941107,0.0
2017-05-01,16.000715512748155,0.0
2017-05-02,6.8236625733297585,0.0
2017-05-03,2.410268028941842,0.0
2017-05-04,0.15592089145977095,0.0
2017-05-05,3.230666640358404,0.0
2017-05-08,1.5369937167000858,0.0
2017-05-09,2.8393997081370026,0.0
2017-05-10,5.348058056771343,0.0
2017-05-11,8.846521212378233,0.0
2017-05-12,6.845392764811686,0.0
2017-05-15,4.790334025177456,0.0
2017-05-16,5.582020216688788,0.0
2017-05-17,0.19311343012040627,0.0
2017-05-18,3.4874858265827147,0.0
2017-05-19,1.7113898112005588,0.0
2017-05-22,0.7531745205397344,0.0
2017-05-23,-3.16453093636756,-1.0
2017-05-24,0.016123636189879775,1.0
2017-05-25,2.6569052783803393,0.0
2017-05-26,3.5246961478261785,0.0
2017-05-30,3.80076581086779,0.0
2017-05-31,6.93656108242473,0.0
2017-06-01,9.436693451539636,0.0
2017-06-02,15.024041173323521,0.0
2017-06-05,12.638233286142931,0.0
2017-06-06,14.863758442830166,0.0
2017-06-07,11.949824608056513,0.0
2017-06-08,13.76914565977756,0.0
2017-06-09,10.591141685359396,0.0
2017-06-12,10.529235971817673,0.0
2017-06-13,19.016718525803288,0.0
2017-06-14,20.078223492624716,0.0
2017-06-15,22.616054104372996,0.0
2017-06-16,18.635407375455127,0.0
2017-06-19,18.971786114811295,0.0
2017-06-20,19.94199779691559,0.0
2017-06-21,23.872828445870265,0.0
2017-06-22,23.335053340988065,0.0
2017-06-23,21.02705153534703,0.0
2017-06-26,16.100755099205276,0.0
2017-06-27,8.137872788897148,0.0
2017-06-28,8.864842271223239,0.0
2017-06-29,5.987596322168809,0.0
2017-06-30,6.402815007367435,0.0
2017-07-03,1.5259667567127266,0.0
2017-07-05,-7.300550774300596,-1.0
2017-07-06,-14.130406161831033,0.0
2017-07-07,-15.345954103936165,0.0
2017-07-10,-11.5498710529921,0.0
2017-07-11,-8.85490626665314,0.0
2017-07-12,-12.350045527516084,0.0
2017-07-13,-15.039664319459312,0.0
2017-07-14,-12.671181920932895,0.0
2017-07-17,-13.9553056452974,0.0
2017-07-18,-11.238504943001193,0.0
2017-07-19,-12.620889633334208,0.0
2017-07-20,-12.348560173418743,0.0
2017-07-21,-14.168475447404505,0.0
2017-07-24,-10.67414116523655,0.0
2017-07-25,-10.037355717255847,0.0
2017-07-26,-5.110806703116677,0.0
2017-07-27,-9.907336577429115,0.0
2017-07-28,-7.118502900201018,0.0
2017-07-31,-10.547270255162811,0.0
2017-08-01,-9.37269421195781,0.0
2017-08-02,-0.3668711574875583,0.0
2017-08-03,12.38869335009265,1.0
2017-08-04,13.94867038515022,0.0
2017-08-07,12.377787562457288,0.0
2017-08-08,11.612979716657135,0.0
2017-08-09,10.32106716362382,0.0
2017-08-10,9.891464073908708,0.0
2017-08-11,9.179940438559274,0.0
2017-08-14,13.840468313568554,0.0
2017-08-15,10.385685472272721,0.0
2017-08-16,11.575356147922777,0.0
2017-08-17,6.668276743609258,0.0
2017-08-18,5.803895172955986,0.0
2017-08-21,-1.3605060899894106,-1.0
2017-08-22,0.5153127074578601,1.0
2017-08-23,2.594157904844119,0.0
2017-08-24,5.522340718193264,0.0
2017-08-25,3.8738185269321823,0.0
2017-08-28,6.859989513621678,0.0
2017-08-29,8.696061274612287,0.0
2017-08-30,8.373994496027048,0.0
2017-08-31,2.538248016040656,0.0
2017-09-01,-0.4230812425164765,-1.0
2017-09-05,-1.5710775762800555,0.0
2017-09-06,-5.665079350655411,0.0
2017-09-07,-3.5540339299562906,0.0
2017-09-08,-3.376474082947123,0.0
2017-09-11,1.6262909359846978,1.0
2017-09-12,-0.288618876885649,-1.0
2017-09-13,1.0763678296661139,1.0
2017-09-14,4.058858977609425,0.0
2017-09-15,7.925103827122415,0.0
2017-09-18,10.804128943818437,0.0
2017-09-19,11.022313963436382,0.0
2017-09-20,9.538601264415437,0.0
2017-09-21,3.886383073111932,0.0
2017-09-22,-0.5213525707862599,-1.0
2017-09-25,-0.8791860802620288,0.0
2017-09-26,-0.11861748183801257,0.0
2017-09-27,-1.8395926172166122,0.0
2017-09-28,-3.8450695919231004,0.0
2017-09-29,-4.158475424504971,0.0
2017-10-02,-3.9026398854302813,0.0
2017-10-03,-0.41477017537198124,0.0
2017-10-04,3.041828915589817,1.0
2017-10-05,1.3462254669797113,0.0
2017-10-06,3.9254501070592474,0.0
2017-10-09,-5.70540785958843,-1.0
2017-10-10,-1.9738101436931554,0.0
2017-10-11,-3.1756003945419664,0.0
2017-10-12,-5.815064614312315,0.0
2017-10-13,-6.382142745765417,0.0
2017-10-16,-8.935070833722857,0.0
2017-10-17,-5.158620500286215,0.0
2017-10-18,-3.8137509371340084,0.0
2017-10-19,-4.002941901122014,0.0
2017-10-20,-1.7061178822285972,0.0
2017-10-23,-2.3102062533991163,0.0
2017-10-24,-2.291097258870667,0.0
2017-10-25,-4.437333677916955,0.0
2017-10-26,-3.9546482357024626,0.0
2017-10-27,-5.930814240764937,0.0
2017-10-30,-6.280562192294282,0.0
2017-10-31,-4.771072554880995,0.0
2017-11-01,-9.557481529393685,0.0
2017-11-02,-15.779700997223445,0.0
2017-11-03,-14.231673275153,0.0
2017-11-06,-11.710505261615822,0.0
2017-11-07,-13.93177169327522,0.0
2017-11-08,-14.159611197782695,0.0
2017-11-09,-14.813877859705793,0.0
2017-11-10,-14.787522956094879,0.0
2017-11-13,-10.039930284393517,0.0
2017-11-14,-13.225581943716625,0.0
2017-11-15,-13.443633394822985,0.0
2017-11-16,-11.173652078114603,0.0
2017-11-17,-8.70762425739623,0.0
2017-11-20,-8.391196280585344,0.0
