Date,ROC,Numerical_Signal
2015-01-20,-0.5464744844389191,-1.0
2015-01-21,2.5770656276598025,1.0
2015-01-22,7.608164698043329,0.0
2015-01-23,8.202699368128208,0.0
2015-01-26,3.8268330992726307,0.0
2015-01-27,-1.5546525631946029,-1.0
2015-01-28,-1.929932935957901,0.0
2015-01-29,0.6103899836613191,1.0
2015-01-30,-2.7355842817839315,-1.0
2015-02-02,0.10203250162557076,1.0
2015-02-03,0.7515071768459336,0.0
2015-02-04,0.6993431247698245,0.0
2015-02-05,0.9359362647879843,0.0
2015-02-06,-1.2106602330664518,-1.0
2015-02-09,-1.5934022606719944,0.0
2015-02-10,1.600410851920886,1.0
2015-02-11,6.011172447790725,0.0
2015-02-12,15.484196728590561,0.0
2015-02-13,12.790721109591207,0.0
2015-02-17,16.56247075139492,0.0
2015-02-18,12.742113422248647,0.0
2015-02-19,10.293391202370671,0.0
2015-02-20,10.813465039132875,0.0
2015-02-23,8.15037276806616,0.0
2015-02-24,9.783854635456013,0.0
2015-02-25,9.05418603280781,0.0
2015-02-26,6.374595610931455,0.0
2015-02-27,6.414984531704748,0.0
2015-03-02,1.7355019162072605,0.0
2015-03-03,-0.19989577141676929,-1.0
2015-03-04,0.6093319245845885,1.0
2015-03-05,3.7432943114426243,0.0
2015-03-06,2.059644734995847,0.0
2015-03-09,1.5982752551683577,0.0
2015-03-10,4.190189594198124,0.0
2015-03-11,2.554884694259041,0.0
2015-03-12,2.393871117747426,0.0
2015-03-13,2.2522402533750707,0.0
2015-03-16,4.125079592464154,0.0
2015-03-17,2.8761322570869607,0.0
2015-03-18,3.110921121355048,0.0
2015-03-19,3.522082039980523,0.0
2015-03-20,2.668445059995883,0.0
2015-03-23,0.7095202377415122,0.0
2015-03-24,-0.9287797968288714,-1.0
2015-03-25,-8.521690617700873,0.0
2015-03-26,-8.347947769768693,0.0
2015-03-27,-5.690340291438889,0.0
2015-03-30,-5.418529778931324,0.0
2015-03-31,-8.881175572348054,0.0
2015-04-01,-9.634356755843266,0.0
2015-04-02,-7.914317886560951,0.0
2015-04-06,-6.675270170148828,0.0
2015-04-07,-6.859826326037711,0.0
2015-04-08,-3.0382762712743427,0.0
2015-04-09,0.5803953744662582,1.0
2015-04-10,8.174893429013297,0.0
2015-04-13,7.534640230442058,0.0
2015-04-14,4.583712344778901,0.0
2015-04-15,5.402930782854343,0.0
2015-04-16,7.45343406517085,0.0
2015-04-17,5.663954577851094,0.0
2015-04-20,4.89076748256021,0.0
2015-04-21,1.7997728960774007,0.0
2015-04-22,2.058564363243698,0.0
2015-04-23,0.9082019991545565,0.0
2015-04-24,-2.219306338689808,-1.0
2015-04-27,-2.4604403391023766,0.0
2015-04-28,-1.0642913290271672,0.0
2015-04-29,-0.9839023549254478,0.0
2015-04-30,-1.9001325045792772,0.0
2015-05-01,1.1560902864454325,1.0
2015-05-04,1.846792871981373,0.0
2015-05-05,-0.27161077657115174,-1.0
2015-05-06,0.18129752905287067,1.0
2015-05-07,0.8068080277554124,0.0
2015-05-08,-6.255642851956955,-1.0
2015-05-11,-6.354901388202528,0.0
2015-05-12,-6.171252868965416,0.0
2015-05-13,-6.095921076811672,0.0
2015-05-14,-3.8392460308989906,0.0
2015-05-15,-4.05408372491769,0.0
2015-05-18,-6.505526397130145,0.0
2015-05-19,-6.513102249493896,0.0
2015-05-20,-4.051810503616515,0.0
2015-05-21,-5.037609600202419,0.0
2015-05-22,-6.818350594063604,0.0
