Date,Price,Is_Reversal,Smoothed_Price,Signal,Numerical_Signal
2015-01-02,7.587780475616455,False,8.542223930358887,,0.0
2015-01-05,7.466487884521484,False,8.542223930358887,,0.0
2015-01-06,7.29667329788208,False,8.542223930358887,,0.0
2015-01-07,7.493778705596924,False,8.542223930358887,,0.0
2015-01-08,7.868278980255127,False,8.542223930358887,,0.0
2015-01-09,7.952426910400391,False,8.542223930358887,,0.0
2015-01-12,7.82051944732666,False,8.542223930358887,,0.0
2015-01-13,7.776547908782959,False,8.542223930358887,,0.0
2015-01-14,7.837954521179199,False,8.542223930358887,,0.0
2015-01-15,7.681029319763184,False,8.542223930358887,,0.0
2015-01-16,7.870553970336914,False,8.542223930358887,,0.0
2015-01-20,7.950153827667236,False,8.542223930358887,,0.0
2015-01-21,7.9888153076171875,False,8.542223930358887,,0.0
2015-01-22,7.975170135498047,False,8.542223930358887,,0.0
2015-01-23,8.110109329223633,False,8.542223930358887,,0.0
2015-01-26,8.091156005859375,False,8.542223930358887,,0.0
2015-01-27,7.944088459014893,False,8.542223930358887,,0.0
2015-01-28,7.960010051727295,False,8.542223930358887,,0.0
2015-01-29,8.076000213623047,False,8.542223930358887,,0.0
2015-01-30,7.799291610717773,False,8.542223930358887,,0.0
2015-02-02,7.764419078826904,False,8.542223930358887,,0.0
2015-02-03,7.82355260848999,False,8.542223930358887,,0.0
2015-02-04,7.9448466300964355,False,8.542223930358887,,0.0
2015-02-05,8.050979614257812,False,8.542223930358887,,0.0
2015-02-06,7.940298557281494,False,8.542223930358887,,0.0
2015-02-09,7.750771522521973,False,8.542223930358887,,0.0
2015-02-10,8.11466121673584,False,8.542223930358887,,0.0
2015-02-11,8.18288803100586,False,8.542223930358887,,0.0
2015-02-12,8.316312789916992,False,8.542223930358887,,0.0
2015-02-13,8.350427627563477,False,8.542223930358887,,0.0
2015-02-17,8.405009269714355,False,8.542223930358887,,0.0
2015-02-18,8.339056968688965,False,8.542223930358887,,0.0
2015-02-19,8.407283782958984,False,8.542223930358887,,0.0
2015-02-20,8.495224952697754,False,8.542223930358887,,0.0
2015-02-23,8.555112838745117,False,8.542223930358887,,0.0
2015-02-24,8.58012866973877,False,8.542223930358887,,0.0
2015-02-25,8.542223930358887,True,8.542223930358887,buy,1.0
2015-02-26,9.798393249511719,False,8.625347187644557,,0.8947368421052632
2015-02-27,9.674817085266113,False,8.708470444930228,,0.7894736842105263
2015-03-02,9.780954360961914,False,8.791593702215897,,0.6842105263157895
2015-03-03,9.720305442810059,False,8.874716959501567,,0.5789473684210527
2015-03-04,9.809762001037598,False,8.957840216787238,,0.4736842105263158
2015-03-05,9.898460388183594,False,9.040963474072909,,0.368421052631579
2015-03-06,9.695290565490723,False,9.124086731358577,,0.26315789473684215
2015-03-09,9.636917114257812,False,9.207209988644248,,0.1578947368421053
2015-03-10,9.485297203063965,False,9.290333245929919,,0.052631578947368474
2015-03-11,9.450424194335938,False,9.37345650321559,,-0.05263157894736836
2015-03-12,9.561108589172363,False,9.45657976050126,,-0.1578947368421053
2015-03-13,9.47619915008545,False,9.53970301778693,,-0.26315789473684204
2015-03-16,9.845396041870117,False,9.6228262750726,,-0.36842105263157876
2015-03-17,9.787020683288574,False,9.70594953235827,,-0.4736842105263157
2015-03-18,9.917795181274414,False,9.78907278964394,,-0.5789473684210527
2015-03-19,10.03945255279541,False,9.872196046929611,,-0.6842105263157894
2015-03-20,10.134492874145508,False,9.95531930421528,,-0.7894736842105261
2015-03-23,10.221931457519531,False,10.03844256150095,,-0.894736842105263
2015-03-24,10.121565818786621,True,10.121565818786621,sell,-1.0
2015-03-25,9.460835456848145,False,10.118347678073617,,-0.9814814814814815
2015-03-26,9.48212718963623,False,10.115129537360612,,-0.962962962962963
2015-03-27,9.74824333190918,False,10.111911396647608,,-0.9444444444444444
2015-03-30,9.92616081237793,False,10.108693255934604,,-0.9259259259259259
2015-03-31,9.654717445373535,False,10.1054751152216,,-0.9074074074074074
2015-04-01,9.552074432373047,False,10.102256974508595,,-0.8888888888888888
2015-04-02,9.505697250366211,False,10.099038833795591,,-0.8703703703703703
2015-04-06,9.56728458404541,False,10.095820693082588,,-0.8518518518518519
2015-04-07,9.553596496582031,False,10.092602552369584,,-0.8333333333333334
2015-04-08,9.640274047851562,False,10.08938441165658,,-0.8148148148148149
2015-04-09,9.672969818115234,False,10.086166270943576,,-0.7962962962962963
2015-04-10,9.642555236816406,False,10.082948130230571,,-0.7777777777777778
2015-04-13,9.53078842163086,False,10.079729989517567,,-0.7592592592592593
2015-04-14,9.426617622375488,False,10.076511848804563,,-0.7407407407407407
2015-04-15,9.572604179382324,False,10.073293708091558,,-0.7222222222222222
2015-04-16,9.52926254272461,False,10.070075567378554,,-0.7037037037037037
2015-04-17,9.26467227935791,False,10.06685742666555,,-0.6851851851851852
2015-04-20,9.354389190673828,False,10.063639285952545,,-0.6666666666666667
2015-04-21,9.359712600708008,False,10.060421145239541,,-0.6481481481481481
2015-04-22,9.7246732711792,False,10.057203004526537,,-0.6296296296296297
