Date,ROC,Numerical_Signal
2015-01-20,4.775666428618286,1.0
2015-01-21,6.995665061602252,0.0
2015-01-22,9.298741516923803,0.0
2015-01-23,8.224550199976521,0.0
2015-01-26,2.832694077984499,0.0
2015-01-27,-0.10490808041058175,-1.0
2015-01-28,1.7836309831938735,1.0
2015-01-29,3.8506344899636114,0.0
2015-01-30,-0.4932719821197806,-1.0
2015-02-02,1.0856648559629534,1.0
2015-02-03,-0.5971860100831505,-1.0
2015-02-04,-0.06668397643064816,0.0
2015-02-05,0.7781298048915586,1.0
2015-02-06,-0.4372696993335867,-1.0
2015-02-09,-4.430721727700604,0.0
2015-02-10,0.2904105468567675,1.0
2015-02-11,3.005991430592192,0.0
2015-02-12,4.476203210093788,0.0
2015-02-13,3.3980854240131864,0.0
2015-02-17,7.766346437376037,0.0
2015-02-18,7.4008694131264985,0.0
2015-02-19,7.461229614482678,0.0
2015-02-20,6.927439476980335,0.0
2015-02-23,6.261798804391772,0.0
2015-02-24,8.058046795903895,0.0
2015-02-25,10.21127685548211,0.0
2015-02-26,20.74931527053938,0.0
2015-02-27,18.232353139645706,0.0
2015-03-02,17.611658608444714,0.0
2015-03-03,16.40487077632422,0.0
2015-03-04,16.713262941188624,0.0
2015-03-05,18.70003792257482,0.0
2015-03-06,15.320118389105941,0.0
2015-03-09,13.439237996534747,0.0
2015-03-10,10.872833833926677,0.0
2015-03-11,10.143115644020394,0.0
2015-03-12,11.927613768317302,0.0
2015-03-13,-3.2882242786898663,-1.0
2015-03-16,1.7630735164001488,1.0
2015-03-17,0.06199253846963515,0.0
2015-03-18,2.031782653835501,0.0
2015-03-19,2.34140942845924,0.0
2015-03-20,2.384527724830443,0.0
2015-03-23,5.4319253278102275,0.0
2015-03-24,5.029095387864935,0.0
2015-03-25,-0.2578811138807202,-1.0
2015-03-26,0.33547646457616764,1.0
2015-03-27,1.9572292791916635,0.0
2015-03-30,4.748304133964054,0.0
2015-03-31,-1.9366611246958931,-1.0
2015-04-01,-2.400532583361581,0.0
2015-04-02,-4.155221077954496,0.0
2015-04-06,-4.703135052897145,0.0
2015-04-07,-5.7318558717429635,0.0
2015-04-08,-5.690270561911303,0.0
2015-04-09,-4.432043779320716,0.0
2015-04-10,1.920778048723193,1.0
2015-04-13,0.5131386423771644,0.0
2015-04-14,-3.2992417264597784,-1.0
2015-04-15,-3.561838726896871,0.0
2015-04-16,-1.2994544490112836,0.0
2015-04-17,-3.0088323992684574,0.0
2015-04-20,-1.5917022642318868,0.0
2015-04-21,-2.169572594637448,0.0
2015-04-22,1.7906853218307317,1.0
2015-04-23,-2.14529051167619,-1.0
2015-04-24,-6.068256772482128,0.0
2015-04-27,-5.259472991475778,0.0
2015-04-28,-6.302347706847233,0.0
2015-04-29,-5.605778806725503,0.0
2015-04-30,-7.164389031485996,0.0
2015-05-01,-2.0186732454263834,0.0
2015-05-04,-0.5662649151374599,0.0
2015-05-05,-5.07196096562369,0.0
2015-05-06,-5.134063623034391,0.0
2015-05-07,-4.237692871806753,0.0
2015-05-08,-0.5964190392695801,0.0
2015-05-11,2.7698669294608846,1.0
2015-05-12,2.330441260430316,0.0
2015-05-13,4.836109612746209,0.0
2015-05-14,8.467929709969324,0.0
2015-05-15,9.402755022792908,0.0
2015-05-18,6.009765845240178,0.0
2015-05-19,6.8586705591271,0.0
2015-05-20,10.54885831096264,0.0
2015-05-21,10.969342765271106,0.0
2015-05-22,8.295249800869197,0.0
2015-05-26,6.462350601924771,0.0
2015-05-27,15.210502277135651,0.0
2015-05-28,15.803164731938368,0.0
2015-05-29,20.255002668905007,0.0
2015-06-01,15.503361931663395,0.0
2015-06-02,12.739488030208745,0.0
2015-06-03,9.894004440384464,0.0
2015-06-04,9.060050704174593,0.0
2015-06-05,11.385630989261507,0.0
2015-06-08,6.975855306445333,0.0
2015-06-09,5.707177821125442,0.0
2015-06-10,8.804226848135555,0.0
2015-06-11,0.3533605554199237,0.0
2015-06-12,-1.3414789815020978,-1.0
2015-06-15,-3.342991551565022,0.0
2015-06-16,-3.15782260759232,0.0
2015-06-17,-2.131307917962044,0.0
2015-06-18,0.2404847465476312,1.0
2015-06-19,1.4827368174572086,0.0
2015-06-22,-0.08706110761753649,-1.0
2015-06-23,2.459899434744539,1.0
2015-06-24,0.11083780859248993,0.0
2015-06-25,-2.265612234980363,-1.0
2015-06-26,-4.5483082012864,0.0
2015-06-29,-5.757131543857996,0.0
2015-06-30,-6.857517199071028,0.0
2015-07-01,-4.301143942969543,0.0
2015-07-02,-2.167907192918639,0.0
2015-07-06,-6.1538551694713455,0.0
2015-07-07,-7.033357889083169,0.0
2015-07-08,-10.629514414350872,0.0
2015-07-09,-11.973987863027869,0.0
2015-07-10,-7.237255388000552,0.0
2015-07-13,-7.218272897784628,0.0
2015-07-14,-2.108792543070581,0.0
2015-07-15,-0.2196699805551594,0.0
2015-07-16,1.3315552666756547,1.0
2015-07-17,-1.357908339871694,-1.0
2015-07-20,-2.179580240837553,0.0
2015-07-21,0.23099729224760335,1.0
2015-07-22,-2.446588679659567,-1.0
2015-07-23,3.0612742251530767,1.0
2015-07-24,3.0477538924662317,0.0
2015-07-27,-3.9972168312161105,-1.0
2015-07-28,-0.5883017597543394,0.0
2015-07-29,-2.8117671460987426,0.0
2015-07-30,-3.089898629644783,0.0
2015-07-31,-7.097275547769399,0.0
2015-08-03,-5.880610207880288,0.0
2015-08-04,-8.296176536325717,0.0
2015-08-05,-7.255967539826679,0.0
2015-08-06,-4.876883762261508,0.0
